station_id,s_no,battery_status,status_timestamp,weather
1,5312,low,1715851245123,"{'humidity': 13, 'temperature': 64, 'wind_speed': 27}"
1,5313,medium,1715851245125,"{'humidity': 86, 'temperature': 55, 'wind_speed': 8}"
1,5314,medium,1715851245128,"{'humidity': 58, 'temperature': -1, 'wind_speed': 23}"
1,5315,medium,1715851245130,"{'humidity': 69, 'temperature': 90, 'wind_speed': 22}"
1,5317,high,1715851245134,"{'humidity': 65, 'temperature': 30, 'wind_speed': 25}"
1,5318,high,1715851245136,"{'humidity': 19, 'temperature': -23, 'wind_speed': 18}"
1,5319,low,1715851245138,"{'humidity': 72, 'temperature': -29, 'wind_speed': 14}"
1,5320,low,1715851245140,"{'humidity': 49, 'temperature': -25, 'wind_speed': 32}"
1,5321,medium,1715851245142,"{'humidity': 25, 'temperature': 16, 'wind_speed': 38}"
1,5322,high,1715851245145,"{'humidity': 13, 'temperature': 49, 'wind_speed': 30}"
1,5323,high,1715851245147,"{'humidity': 75, 'temperature': 25, 'wind_speed': 23}"
1,5324,medium,1715851245149,"{'humidity': 89, 'temperature': 97, 'wind_speed': 16}"
1,5325,low,1715851245151,"{'humidity': 78, 'temperature': -31, 'wind_speed': 29}"
1,5326,high,1715851245153,"{'humidity': 55, 'temperature': 36, 'wind_speed': 26}"
1,5327,medium,1715851245155,"{'humidity': 13, 'temperature': 70, 'wind_speed': 46}"
1,5328,low,1715851245157,"{'humidity': 29, 'temperature': 90, 'wind_speed': 3}"
1,5329,high,1715851245160,"{'humidity': 36, 'temperature': 90, 'wind_speed': 3}"
1,5330,medium,1715851245162,"{'humidity': 55, 'temperature': -32, 'wind_speed': 39}"
1,5331,medium,1715851245164,"{'humidity': 52, 'temperature': 76, 'wind_speed': 1}"
1,5332,low,1715851245166,"{'humidity': 92, 'temperature': 16, 'wind_speed': 32}"
1,5333,medium,1715851245168,"{'humidity': 51, 'temperature': 31, 'wind_speed': 40}"
1,5334,high,1715851245170,"{'humidity': 44, 'temperature': 30, 'wind_speed': 27}"
1,5335,medium,1715851245172,"{'humidity': 17, 'temperature': 50, 'wind_speed': 34}"
1,5336,medium,1715851245174,"{'humidity': 42, 'temperature': 86, 'wind_speed': 17}"
1,5337,low,1715851245177,"{'humidity': 17, 'temperature': 0, 'wind_speed': 11}"
1,5338,medium,1715851245179,"{'humidity': 22, 'temperature': -35, 'wind_speed': 27}"
1,5339,medium,1715851245181,"{'humidity': 70, 'temperature': 57, 'wind_speed': 15}"
1,5340,medium,1715851245183,"{'humidity': 20, 'temperature': 91, 'wind_speed': 0}"
1,5341,low,1715851245185,"{'humidity': 28, 'temperature': 10, 'wind_speed': 14}"
1,5342,medium,1715851245187,"{'humidity': 83, 'temperature': 72, 'wind_speed': 28}"
1,5343,low,1715851245189,"{'humidity': 51, 'temperature': 90, 'wind_speed': 7}"
1,5344,low,1715851245191,"{'humidity': 81, 'temperature': 89, 'wind_speed': 43}"
1,5345,high,1715851245194,"{'humidity': 80, 'temperature': -23, 'wind_speed': 13}"
1,5346,high,1715851245196,"{'humidity': 36, 'temperature': 88, 'wind_speed': 35}"
1,5347,medium,1715851245198,"{'humidity': 44, 'temperature': 77, 'wind_speed': 1}"
1,5348,medium,1715851245200,"{'humidity': 43, 'temperature': 11, 'wind_speed': 42}"
1,5350,medium,1715851245204,"{'humidity': 34, 'temperature': 52, 'wind_speed': 17}"
1,5351,medium,1715851245206,"{'humidity': 79, 'temperature': 24, 'wind_speed': 40}"
1,5352,medium,1715851245209,"{'humidity': 28, 'temperature': 55, 'wind_speed': 10}"
1,5353,medium,1715851245211,"{'humidity': 93, 'temperature': 21, 'wind_speed': 2}"
1,5354,low,1715851245213,"{'humidity': 69, 'temperature': -11, 'wind_speed': 18}"
1,5355,medium,1715851245215,"{'humidity': 89, 'temperature': 50, 'wind_speed': 36}"
1,5356,medium,1715851245217,"{'humidity': 93, 'temperature': 58, 'wind_speed': 19}"
1,5357,medium,1715851245220,"{'humidity': 70, 'temperature': 75, 'wind_speed': 8}"
1,5358,low,1715851245222,"{'humidity': 50, 'temperature': -24, 'wind_speed': 19}"
1,5359,low,1715851245224,"{'humidity': 54, 'temperature': 83, 'wind_speed': 10}"
1,5360,low,1715851245226,"{'humidity': 26, 'temperature': 81, 'wind_speed': 16}"
1,5361,medium,1715851245228,"{'humidity': 66, 'temperature': -19, 'wind_speed': 25}"
1,5362,medium,1715851245230,"{'humidity': 83, 'temperature': 91, 'wind_speed': 24}"
1,5363,medium,1715851245232,"{'humidity': 26, 'temperature': -23, 'wind_speed': 43}"
1,5364,low,1715851245235,"{'humidity': 36, 'temperature': 100, 'wind_speed': 12}"
1,5365,low,1715851245237,"{'humidity': 43, 'temperature': 37, 'wind_speed': 12}"
1,5367,low,1715851245241,"{'humidity': 12, 'temperature': -23, 'wind_speed': 26}"
1,5369,high,1715851245246,"{'humidity': 63, 'temperature': 38, 'wind_speed': 3}"
1,5371,low,1715851245250,"{'humidity': 70, 'temperature': 0, 'wind_speed': 11}"
1,5373,low,1715851245254,"{'humidity': 78, 'temperature': 35, 'wind_speed': 8}"
1,5374,medium,1715851245257,"{'humidity': 35, 'temperature': -14, 'wind_speed': 20}"
1,5375,medium,1715851245259,"{'humidity': 27, 'temperature': 5, 'wind_speed': 4}"
1,5376,medium,1715851245261,"{'humidity': 32, 'temperature': 19, 'wind_speed': 20}"
1,5377,low,1715851245263,"{'humidity': 84, 'temperature': 14, 'wind_speed': 31}"
1,5378,medium,1715851245266,"{'humidity': 71, 'temperature': 66, 'wind_speed': 25}"
1,5379,low,1715851245268,"{'humidity': 93, 'temperature': 60, 'wind_speed': 19}"
1,5380,low,1715851245270,"{'humidity': 21, 'temperature': -11, 'wind_speed': 31}"
1,5381,medium,1715851245272,"{'humidity': 79, 'temperature': 25, 'wind_speed': 5}"
1,5382,high,1715851245275,"{'humidity': 59, 'temperature': 12, 'wind_speed': 6}"
1,5383,medium,1715851245277,"{'humidity': 91, 'temperature': -22, 'wind_speed': 9}"
1,5385,medium,1715851245282,"{'humidity': 94, 'temperature': 61, 'wind_speed': 48}"
1,5386,medium,1715851245284,"{'humidity': 38, 'temperature': 24, 'wind_speed': 21}"
1,5387,high,1715851245286,"{'humidity': 75, 'temperature': 32, 'wind_speed': 46}"
1,5388,high,1715851245289,"{'humidity': 40, 'temperature': 62, 'wind_speed': 35}"
1,5389,low,1715851245291,"{'humidity': 30, 'temperature': 84, 'wind_speed': 41}"
1,5390,low,1715851245293,"{'humidity': 92, 'temperature': -11, 'wind_speed': 8}"
1,5391,medium,1715851245295,"{'humidity': 77, 'temperature': 53, 'wind_speed': 48}"
1,5392,medium,1715851245298,"{'humidity': 47, 'temperature': 2, 'wind_speed': 34}"
1,5393,low,1715851245300,"{'humidity': 43, 'temperature': 101, 'wind_speed': 22}"
1,5394,low,1715851245303,"{'humidity': 10, 'temperature': 18, 'wind_speed': 10}"
1,5395,medium,1715851245305,"{'humidity': 63, 'temperature': 52, 'wind_speed': 4}"
1,5396,high,1715851245307,"{'humidity': 72, 'temperature': -8, 'wind_speed': 28}"
1,5397,high,1715851245309,"{'humidity': 32, 'temperature': 43, 'wind_speed': 28}"
1,5398,low,1715851245312,"{'humidity': 26, 'temperature': 43, 'wind_speed': 2}"
1,5400,high,1715851245316,"{'humidity': 20, 'temperature': 68, 'wind_speed': 3}"
1,5401,low,1715851245318,"{'humidity': 73, 'temperature': 1, 'wind_speed': 29}"
1,5404,high,1715851245325,"{'humidity': 56, 'temperature': -7, 'wind_speed': 40}"
1,5405,medium,1715851245327,"{'humidity': 33, 'temperature': -33, 'wind_speed': 21}"
1,5406,medium,1715851245329,"{'humidity': 4, 'temperature': -32, 'wind_speed': 44}"
1,5407,medium,1715851245332,"{'humidity': 95, 'temperature': -9, 'wind_speed': 12}"
1,5408,high,1715851245334,"{'humidity': 32, 'temperature': 16, 'wind_speed': 12}"
1,5409,low,1715851245336,"{'humidity': 35, 'temperature': 41, 'wind_speed': 18}"
1,5410,low,1715851245338,"{'humidity': 52, 'temperature': 19, 'wind_speed': 26}"
