station_id,s_no,battery_status,status_timestamp,weather
2,319,low,1715851331183,"{'humidity': 17, 'temperature': 46, 'wind_speed': 44}"
2,321,high,1715851331187,"{'humidity': 14, 'temperature': 74, 'wind_speed': 40}"
2,322,medium,1715851331189,"{'humidity': 48, 'temperature': 6, 'wind_speed': 10}"
2,323,low,1715851331192,"{'humidity': 65, 'temperature': 71, 'wind_speed': 0}"
2,324,high,1715851331194,"{'humidity': 76, 'temperature': 92, 'wind_speed': 1}"
2,325,low,1715851331196,"{'humidity': 18, 'temperature': 103, 'wind_speed': 6}"
2,326,medium,1715851331199,"{'humidity': 79, 'temperature': 65, 'wind_speed': 19}"
2,327,medium,1715851331201,"{'humidity': 38, 'temperature': 97, 'wind_speed': 46}"
2,328,low,1715851331203,"{'humidity': 57, 'temperature': 100, 'wind_speed': 7}"
2,329,medium,1715851331205,"{'humidity': 50, 'temperature': 43, 'wind_speed': 40}"
2,330,high,1715851331207,"{'humidity': 46, 'temperature': 74, 'wind_speed': 45}"
2,331,low,1715851331210,"{'humidity': 30, 'temperature': 3, 'wind_speed': 40}"
2,332,high,1715851331212,"{'humidity': 87, 'temperature': 34, 'wind_speed': 47}"
2,333,medium,1715851331214,"{'humidity': 85, 'temperature': 5, 'wind_speed': 48}"
2,334,medium,1715851331216,"{'humidity': 3, 'temperature': 74, 'wind_speed': 0}"
2,335,medium,1715851331218,"{'humidity': 86, 'temperature': -35, 'wind_speed': 11}"
2,336,medium,1715851331220,"{'humidity': 6, 'temperature': 101, 'wind_speed': 40}"
2,337,low,1715851331223,"{'humidity': 39, 'temperature': 17, 'wind_speed': 48}"
2,338,high,1715851331225,"{'humidity': 63, 'temperature': 20, 'wind_speed': 49}"
2,340,low,1715851331230,"{'humidity': 46, 'temperature': -10, 'wind_speed': 32}"
2,341,medium,1715851331232,"{'humidity': 39, 'temperature': 94, 'wind_speed': 29}"
2,342,high,1715851331235,"{'humidity': 78, 'temperature': 81, 'wind_speed': 37}"
2,343,medium,1715851331238,"{'humidity': 22, 'temperature': 55, 'wind_speed': 38}"
2,344,high,1715851331240,"{'humidity': 88, 'temperature': -5, 'wind_speed': 17}"
2,345,medium,1715851331243,"{'humidity': 68, 'temperature': -19, 'wind_speed': 14}"
2,346,low,1715851331245,"{'humidity': 4, 'temperature': 85, 'wind_speed': 4}"
2,347,high,1715851331248,"{'humidity': 24, 'temperature': 85, 'wind_speed': 25}"
2,348,low,1715851331250,"{'humidity': 34, 'temperature': 60, 'wind_speed': 28}"
2,349,low,1715851331253,"{'humidity': 84, 'temperature': 37, 'wind_speed': 3}"
2,350,high,1715851331255,"{'humidity': 75, 'temperature': 35, 'wind_speed': 12}"
2,351,medium,1715851331258,"{'humidity': 72, 'temperature': 73, 'wind_speed': 7}"
2,352,high,1715851331260,"{'humidity': 31, 'temperature': -15, 'wind_speed': 21}"
2,353,high,1715851331262,"{'humidity': 20, 'temperature': 18, 'wind_speed': 7}"
2,354,high,1715851331265,"{'humidity': 88, 'temperature': 90, 'wind_speed': 18}"
2,355,high,1715851331268,"{'humidity': 74, 'temperature': 43, 'wind_speed': 0}"
2,356,medium,1715851331270,"{'humidity': 6, 'temperature': -26, 'wind_speed': 8}"
2,357,medium,1715851331272,"{'humidity': 76, 'temperature': -36, 'wind_speed': 18}"
2,358,low,1715851331275,"{'humidity': 19, 'temperature': 91, 'wind_speed': 19}"
2,359,medium,1715851331277,"{'humidity': 76, 'temperature': 60, 'wind_speed': 0}"
2,360,high,1715851331279,"{'humidity': 92, 'temperature': -35, 'wind_speed': 29}"
2,361,medium,1715851331282,"{'humidity': 25, 'temperature': -11, 'wind_speed': 45}"
2,363,low,1715851331287,"{'humidity': 73, 'temperature': -39, 'wind_speed': 31}"
2,364,medium,1715851331289,"{'humidity': 81, 'temperature': 77, 'wind_speed': 38}"
2,365,medium,1715851331295,"{'humidity': 74, 'temperature': 27, 'wind_speed': 42}"
2,366,high,1715851331298,"{'humidity': 52, 'temperature': -38, 'wind_speed': 6}"
2,367,medium,1715851331300,"{'humidity': 13, 'temperature': 44, 'wind_speed': 37}"
2,368,high,1715851331303,"{'humidity': 78, 'temperature': 12, 'wind_speed': 7}"
2,369,low,1715851331306,"{'humidity': 41, 'temperature': 44, 'wind_speed': 19}"
2,370,high,1715851331308,"{'humidity': 27, 'temperature': -34, 'wind_speed': 1}"
2,371,high,1715851331311,"{'humidity': 81, 'temperature': 35, 'wind_speed': 3}"
2,372,low,1715851331313,"{'humidity': 54, 'temperature': -26, 'wind_speed': 48}"
2,374,high,1715851331318,"{'humidity': 24, 'temperature': 45, 'wind_speed': 16}"
2,375,high,1715851331320,"{'humidity': 50, 'temperature': 57, 'wind_speed': 47}"
2,376,low,1715851331322,"{'humidity': 72, 'temperature': -8, 'wind_speed': 23}"
2,377,high,1715851331325,"{'humidity': 76, 'temperature': -31, 'wind_speed': 3}"
2,378,low,1715851331327,"{'humidity': 22, 'temperature': -26, 'wind_speed': 2}"
2,379,low,1715851331329,"{'humidity': 38, 'temperature': 33, 'wind_speed': 36}"
2,380,medium,1715851331331,"{'humidity': 69, 'temperature': 93, 'wind_speed': 24}"
2,381,low,1715851331334,"{'humidity': 49, 'temperature': 14, 'wind_speed': 13}"
2,382,low,1715851331336,"{'humidity': 33, 'temperature': -22, 'wind_speed': 25}"
2,383,medium,1715851331338,"{'humidity': 85, 'temperature': 98, 'wind_speed': 9}"
2,384,high,1715851331340,"{'humidity': 47, 'temperature': 52, 'wind_speed': 4}"
2,385,low,1715851331343,"{'humidity': 47, 'temperature': 94, 'wind_speed': 29}"
2,386,low,1715851331345,"{'humidity': 57, 'temperature': 52, 'wind_speed': 22}"
2,387,medium,1715851331347,"{'humidity': 1, 'temperature': 77, 'wind_speed': 12}"
2,388,high,1715851331350,"{'humidity': 45, 'temperature': -19, 'wind_speed': 48}"
2,389,low,1715851331352,"{'humidity': 60, 'temperature': -39, 'wind_speed': 2}"
2,390,low,1715851331354,"{'humidity': 7, 'temperature': 34, 'wind_speed': 46}"
2,391,high,1715851331356,"{'humidity': 29, 'temperature': 58, 'wind_speed': 5}"
2,392,medium,1715851331359,"{'humidity': 35, 'temperature': 62, 'wind_speed': 37}"
2,393,medium,1715851331361,"{'humidity': 87, 'temperature': -16, 'wind_speed': 46}"
2,395,high,1715851331365,"{'humidity': 25, 'temperature': -31, 'wind_speed': 11}"
2,396,medium,1715851331368,"{'humidity': 85, 'temperature': 101, 'wind_speed': 19}"
2,397,medium,1715851331370,"{'humidity': 55, 'temperature': 85, 'wind_speed': 38}"
2,398,medium,1715851331372,"{'humidity': 78, 'temperature': 16, 'wind_speed': 12}"
2,399,low,1715851331374,"{'humidity': 45, 'temperature': 4, 'wind_speed': 20}"
2,400,medium,1715851331377,"{'humidity': 8, 'temperature': -37, 'wind_speed': 21}"
2,401,high,1715851331379,"{'humidity': 50, 'temperature': 70, 'wind_speed': 21}"
2,403,high,1715851331383,"{'humidity': 87, 'temperature': 10, 'wind_speed': 13}"
2,404,medium,1715851331386,"{'humidity': 45, 'temperature': -29, 'wind_speed': 45}"
2,405,low,1715851331388,"{'humidity': 37, 'temperature': 52, 'wind_speed': 6}"
2,406,medium,1715851331390,"{'humidity': 27, 'temperature': 103, 'wind_speed': 23}"
2,407,high,1715851331392,"{'humidity': 66, 'temperature': -40, 'wind_speed': 12}"
2,408,high,1715851331395,"{'humidity': 30, 'temperature': -34, 'wind_speed': 35}"
2,409,high,1715851331397,"{'humidity': 69, 'temperature': 64, 'wind_speed': 49}"
2,410,medium,1715851331399,"{'humidity': 37, 'temperature': 22, 'wind_speed': 46}"
2,413,low,1715851331405,"{'humidity': 26, 'temperature': 22, 'wind_speed': 10}"
2,414,high,1715851331408,"{'humidity': 28, 'temperature': 88, 'wind_speed': 48}"
2,416,high,1715851331412,"{'humidity': 79, 'temperature': 66, 'wind_speed': 27}"
2,417,low,1715851331414,"{'humidity': 55, 'temperature': 82, 'wind_speed': 13}"
2,418,medium,1715851331417,"{'humidity': 7, 'temperature': 53, 'wind_speed': 5}"
2,419,medium,1715851331419,"{'humidity': 43, 'temperature': 95, 'wind_speed': 21}"
2,420,high,1715851331421,"{'humidity': 97, 'temperature': 35, 'wind_speed': 39}"
2,421,low,1715851331423,"{'humidity': 91, 'temperature': 64, 'wind_speed': 33}"
2,422,low,1715851331426,"{'humidity': 70, 'temperature': 26, 'wind_speed': 30}"
2,423,high,1715851331428,"{'humidity': 58, 'temperature': 79, 'wind_speed': 43}"
2,424,high,1715851331430,"{'humidity': 45, 'temperature': 75, 'wind_speed': 43}"
2,425,medium,1715851331433,"{'humidity': 64, 'temperature': 49, 'wind_speed': 16}"
2,426,low,1715851331435,"{'humidity': 82, 'temperature': 66, 'wind_speed': 28}"
2,427,high,1715851331437,"{'humidity': 69, 'temperature': 62, 'wind_speed': 16}"
2,428,medium,1715851331439,"{'humidity': 16, 'temperature': 78, 'wind_speed': 33}"
2,429,low,1715851331442,"{'humidity': 63, 'temperature': 7, 'wind_speed': 45}"
2,430,low,1715851331444,"{'humidity': 61, 'temperature': -1, 'wind_speed': 37}"
2,431,high,1715851331447,"{'humidity': 45, 'temperature': 24, 'wind_speed': 21}"
2,432,low,1715851331449,"{'humidity': 50, 'temperature': 88, 'wind_speed': 38}"
2,433,medium,1715851331451,"{'humidity': 19, 'temperature': 2, 'wind_speed': 44}"
2,434,medium,1715851331453,"{'humidity': 92, 'temperature': -37, 'wind_speed': 33}"
2,435,medium,1715851331456,"{'humidity': 30, 'temperature': 92, 'wind_speed': 39}"
2,436,high,1715851331458,"{'humidity': 35, 'temperature': 83, 'wind_speed': 16}"
2,437,medium,1715851331460,"{'humidity': 35, 'temperature': 68, 'wind_speed': 40}"
2,438,low,1715851331462,"{'humidity': 76, 'temperature': 5, 'wind_speed': 46}"
2,439,high,1715851331465,"{'humidity': 32, 'temperature': 88, 'wind_speed': 44}"
2,440,high,1715851331467,"{'humidity': 22, 'temperature': 19, 'wind_speed': 32}"
2,441,medium,1715851331469,"{'humidity': 2, 'temperature': -17, 'wind_speed': 31}"
2,442,medium,1715851331471,"{'humidity': 60, 'temperature': -22, 'wind_speed': 45}"
2,443,high,1715851331474,"{'humidity': 10, 'temperature': 1, 'wind_speed': 46}"
2,444,low,1715851331476,"{'humidity': 79, 'temperature': -33, 'wind_speed': 15}"
2,445,high,1715851331478,"{'humidity': 25, 'temperature': 16, 'wind_speed': 16}"
2,446,low,1715851331481,"{'humidity': 2, 'temperature': 82, 'wind_speed': 49}"
2,448,medium,1715851331485,"{'humidity': 45, 'temperature': -1, 'wind_speed': 35}"
2,449,medium,1715851331487,"{'humidity': 94, 'temperature': -29, 'wind_speed': 37}"
2,450,low,1715851331489,"{'humidity': 46, 'temperature': 99, 'wind_speed': 24}"
2,452,medium,1715851331493,"{'humidity': 2, 'temperature': 76, 'wind_speed': 38}"
2,453,medium,1715851331496,"{'humidity': 28, 'temperature': -26, 'wind_speed': 3}"
2,454,medium,1715851331498,"{'humidity': 37, 'temperature': -26, 'wind_speed': 26}"
2,455,medium,1715851331500,"{'humidity': 66, 'temperature': 95, 'wind_speed': 31}"
2,456,medium,1715851331502,"{'humidity': 11, 'temperature': 56, 'wind_speed': 9}"
2,457,medium,1715851331504,"{'humidity': 56, 'temperature': -5, 'wind_speed': 3}"
2,458,low,1715851331507,"{'humidity': 20, 'temperature': 52, 'wind_speed': 40}"
2,459,medium,1715851331509,"{'humidity': 57, 'temperature': 21, 'wind_speed': 9}"
2,460,low,1715851331511,"{'humidity': 25, 'temperature': -5, 'wind_speed': 47}"
2,461,medium,1715851331513,"{'humidity': 94, 'temperature': 22, 'wind_speed': 33}"
2,462,medium,1715851331515,"{'humidity': 60, 'temperature': 29, 'wind_speed': 14}"
2,463,high,1715851331517,"{'humidity': 14, 'temperature': 60, 'wind_speed': 41}"
2,464,medium,1715851331520,"{'humidity': 81, 'temperature': -10, 'wind_speed': 17}"
2,465,low,1715851331522,"{'humidity': 84, 'temperature': 21, 'wind_speed': 32}"
2,466,low,1715851331524,"{'humidity': 37, 'temperature': -12, 'wind_speed': 6}"
2,467,medium,1715851331526,"{'humidity': 3, 'temperature': -35, 'wind_speed': 17}"
2,468,medium,1715851331529,"{'humidity': 93, 'temperature': -24, 'wind_speed': 36}"
2,469,medium,1715851331531,"{'humidity': 76, 'temperature': -19, 'wind_speed': 22}"
2,470,low,1715851331533,"{'humidity': 98, 'temperature': 58, 'wind_speed': 29}"
2,471,low,1715851331535,"{'humidity': 40, 'temperature': 29, 'wind_speed': 0}"
2,472,medium,1715851331537,"{'humidity': 83, 'temperature': 42, 'wind_speed': 5}"
2,473,high,1715851331539,"{'humidity': 48, 'temperature': 18, 'wind_speed': 49}"
2,474,low,1715851331542,"{'humidity': 23, 'temperature': 101, 'wind_speed': 41}"
2,475,low,1715851331544,"{'humidity': 53, 'temperature': 60, 'wind_speed': 37}"
2,476,high,1715851331547,"{'humidity': 83, 'temperature': 40, 'wind_speed': 45}"
2,477,medium,1715851331549,"{'humidity': 33, 'temperature': 15, 'wind_speed': 30}"
2,478,high,1715851331551,"{'humidity': 87, 'temperature': -36, 'wind_speed': 22}"
2,479,medium,1715851331555,"{'humidity': 67, 'temperature': 27, 'wind_speed': 38}"
2,480,medium,1715851331558,"{'humidity': 18, 'temperature': 31, 'wind_speed': 42}"
2,481,high,1715851331560,"{'humidity': 74, 'temperature': -11, 'wind_speed': 49}"
2,482,high,1715851331562,"{'humidity': 23, 'temperature': 66, 'wind_speed': 29}"
2,484,medium,1715851331567,"{'humidity': 13, 'temperature': 77, 'wind_speed': 30}"
2,485,medium,1715851331569,"{'humidity': 15, 'temperature': 80, 'wind_speed': 22}"
2,486,medium,1715851331571,"{'humidity': 64, 'temperature': 92, 'wind_speed': 41}"
2,489,medium,1715851331577,"{'humidity': 94, 'temperature': 19, 'wind_speed': 39}"
2,490,low,1715851331580,"{'humidity': 81, 'temperature': 49, 'wind_speed': 7}"
2,491,medium,1715851331582,"{'humidity': 88, 'temperature': -6, 'wind_speed': 2}"
2,492,medium,1715851331584,"{'humidity': 68, 'temperature': 33, 'wind_speed': 44}"
2,493,low,1715851331586,"{'humidity': 12, 'temperature': 52, 'wind_speed': 5}"
2,494,high,1715851331589,"{'humidity': 47, 'temperature': 44, 'wind_speed': 23}"
2,495,medium,1715851331591,"{'humidity': 3, 'temperature': -27, 'wind_speed': 12}"
2,496,medium,1715851331593,"{'humidity': 73, 'temperature': 9, 'wind_speed': 44}"
2,497,medium,1715851331595,"{'humidity': 28, 'temperature': 2, 'wind_speed': 41}"
2,498,low,1715851331597,"{'humidity': 41, 'temperature': 97, 'wind_speed': 25}"
2,499,low,1715851331600,"{'humidity': 60, 'temperature': -32, 'wind_speed': 27}"
2,500,medium,1715851331602,"{'humidity': 26, 'temperature': 6, 'wind_speed': 11}"
2,501,high,1715851331604,"{'humidity': 81, 'temperature': -12, 'wind_speed': 26}"
2,502,low,1715851331606,"{'humidity': 61, 'temperature': 25, 'wind_speed': 9}"
2,503,low,1715851331608,"{'humidity': 52, 'temperature': 28, 'wind_speed': 20}"
2,504,low,1715851331611,"{'humidity': 74, 'temperature': 71, 'wind_speed': 9}"
2,505,medium,1715851331613,"{'humidity': 15, 'temperature': -4, 'wind_speed': 29}"
2,506,low,1715851331615,"{'humidity': 90, 'temperature': 43, 'wind_speed': 41}"
2,507,low,1715851331617,"{'humidity': 38, 'temperature': 80, 'wind_speed': 17}"
2,508,high,1715851331620,"{'humidity': 10, 'temperature': -20, 'wind_speed': 3}"
2,510,low,1715851331624,"{'humidity': 66, 'temperature': -38, 'wind_speed': 0}"
2,511,high,1715851331626,"{'humidity': 82, 'temperature': -27, 'wind_speed': 11}"
2,512,high,1715851331631,"{'humidity': 74, 'temperature': 54, 'wind_speed': 44}"
2,513,medium,1715851331634,"{'humidity': 23, 'temperature': 59, 'wind_speed': 12}"
2,514,high,1715851331636,"{'humidity': 32, 'temperature': -11, 'wind_speed': 19}"
2,515,low,1715851331638,"{'humidity': 44, 'temperature': 1, 'wind_speed': 14}"
2,516,medium,1715851331641,"{'humidity': 17, 'temperature': -6, 'wind_speed': 12}"
2,517,medium,1715851331643,"{'humidity': 84, 'temperature': 64, 'wind_speed': 24}"
2,518,medium,1715851331645,"{'humidity': 2, 'temperature': 46, 'wind_speed': 15}"
2,519,high,1715851331647,"{'humidity': 64, 'temperature': 17, 'wind_speed': 24}"
2,521,medium,1715851331651,"{'humidity': 38, 'temperature': 44, 'wind_speed': 16}"
2,522,medium,1715851331654,"{'humidity': 63, 'temperature': -6, 'wind_speed': 24}"
2,523,medium,1715851331656,"{'humidity': 20, 'temperature': 65, 'wind_speed': 5}"
2,524,medium,1715851331658,"{'humidity': 13, 'temperature': 35, 'wind_speed': 22}"
2,525,medium,1715851331660,"{'humidity': 17, 'temperature': 6, 'wind_speed': 20}"
2,526,medium,1715851331663,"{'humidity': 43, 'temperature': 1, 'wind_speed': 16}"
2,527,low,1715851331665,"{'humidity': 32, 'temperature': -10, 'wind_speed': 15}"
2,528,medium,1715851331667,"{'humidity': 38, 'temperature': -10, 'wind_speed': 47}"
2,529,medium,1715851331669,"{'humidity': 40, 'temperature': -2, 'wind_speed': 41}"
2,530,medium,1715851331672,"{'humidity': 24, 'temperature': 99, 'wind_speed': 32}"
2,532,low,1715851331676,"{'humidity': 90, 'temperature': 2, 'wind_speed': 7}"
2,533,low,1715851331678,"{'humidity': 79, 'temperature': -37, 'wind_speed': 13}"
2,534,medium,1715851331680,"{'humidity': 35, 'temperature': -8, 'wind_speed': 40}"
2,535,medium,1715851331682,"{'humidity': 22, 'temperature': 88, 'wind_speed': 28}"
2,536,low,1715851331685,"{'humidity': 67, 'temperature': -34, 'wind_speed': 49}"
2,537,high,1715851331687,"{'humidity': 95, 'temperature': 82, 'wind_speed': 19}"
2,539,low,1715851331691,"{'humidity': 29, 'temperature': -33, 'wind_speed': 41}"
2,540,high,1715851331693,"{'humidity': 67, 'temperature': -34, 'wind_speed': 20}"
2,541,low,1715851331695,"{'humidity': 85, 'temperature': 17, 'wind_speed': 7}"
2,542,medium,1715851331697,"{'humidity': 36, 'temperature': 0, 'wind_speed': 36}"
2,543,medium,1715851331700,"{'humidity': 91, 'temperature': 81, 'wind_speed': 39}"
2,544,low,1715851331702,"{'humidity': 48, 'temperature': 89, 'wind_speed': 19}"
2,545,medium,1715851331704,"{'humidity': 59, 'temperature': 10, 'wind_speed': 6}"
2,546,medium,1715851331706,"{'humidity': 10, 'temperature': -16, 'wind_speed': 28}"
2,547,medium,1715851331708,"{'humidity': 66, 'temperature': 14, 'wind_speed': 38}"
2,548,high,1715851331711,"{'humidity': 2, 'temperature': 39, 'wind_speed': 20}"
2,549,high,1715851331713,"{'humidity': 7, 'temperature': 43, 'wind_speed': 7}"
2,550,high,1715851331715,"{'humidity': 15, 'temperature': 2, 'wind_speed': 2}"
2,551,medium,1715851331717,"{'humidity': 55, 'temperature': 91, 'wind_speed': 15}"
2,552,low,1715851331719,"{'humidity': 32, 'temperature': -39, 'wind_speed': 17}"
2,553,high,1715851331722,"{'humidity': 10, 'temperature': 11, 'wind_speed': 34}"
2,554,low,1715851331724,"{'humidity': 12, 'temperature': -11, 'wind_speed': 44}"
2,556,low,1715851331728,"{'humidity': 9, 'temperature': 70, 'wind_speed': 41}"
2,557,low,1715851331730,"{'humidity': 86, 'temperature': 80, 'wind_speed': 25}"
2,558,medium,1715851331733,"{'humidity': 51, 'temperature': -15, 'wind_speed': 27}"
2,559,high,1715851331735,"{'humidity': 10, 'temperature': 99, 'wind_speed': 1}"
2,560,low,1715851331737,"{'humidity': 71, 'temperature': -1, 'wind_speed': 30}"
2,562,high,1715851331741,"{'humidity': 3, 'temperature': 48, 'wind_speed': 35}"
2,563,low,1715851331743,"{'humidity': 33, 'temperature': 48, 'wind_speed': 46}"
2,564,medium,1715851331746,"{'humidity': 25, 'temperature': 64, 'wind_speed': 19}"
2,565,low,1715851331748,"{'humidity': 69, 'temperature': 23, 'wind_speed': 28}"
2,566,medium,1715851331751,"{'humidity': 45, 'temperature': 41, 'wind_speed': 4}"
2,567,low,1715851331753,"{'humidity': 70, 'temperature': 69, 'wind_speed': 45}"
2,568,low,1715851331756,"{'humidity': 46, 'temperature': -28, 'wind_speed': 27}"
2,569,low,1715851331759,"{'humidity': 23, 'temperature': 87, 'wind_speed': 16}"
2,570,high,1715851331761,"{'humidity': 21, 'temperature': 75, 'wind_speed': 40}"
2,571,low,1715851331764,"{'humidity': 30, 'temperature': 94, 'wind_speed': 47}"
2,572,medium,1715851331767,"{'humidity': 23, 'temperature': 35, 'wind_speed': 11}"
2,573,low,1715851331770,"{'humidity': 16, 'temperature': 59, 'wind_speed': 5}"
2,574,medium,1715851331773,"{'humidity': 36, 'temperature': 97, 'wind_speed': 48}"
2,575,high,1715851331775,"{'humidity': 30, 'temperature': 36, 'wind_speed': 20}"
2,576,high,1715851331778,"{'humidity': 41, 'temperature': 26, 'wind_speed': 35}"
2,577,medium,1715851331780,"{'humidity': 0, 'temperature': -11, 'wind_speed': 42}"
2,578,high,1715851331783,"{'humidity': 89, 'temperature': 40, 'wind_speed': 14}"
2,579,high,1715851331785,"{'humidity': 75, 'temperature': 80, 'wind_speed': 16}"
2,581,low,1715851331790,"{'humidity': 9, 'temperature': -26, 'wind_speed': 15}"
2,583,medium,1715851331794,"{'humidity': 29, 'temperature': 1, 'wind_speed': 3}"
2,584,medium,1715851331797,"{'humidity': 81, 'temperature': 79, 'wind_speed': 43}"
2,585,high,1715851331799,"{'humidity': 48, 'temperature': -12, 'wind_speed': 28}"
2,586,medium,1715851331802,"{'humidity': 78, 'temperature': 6, 'wind_speed': 47}"
2,587,high,1715851331804,"{'humidity': 54, 'temperature': 83, 'wind_speed': 2}"
